gene_symbol,chromosome,sex-bias,tissue
CD63,12,M,Peripheral_blood_mononuclear_cells
CDK2AP1,12,M,Peripheral_blood_mononuclear_cells
CLIP1,12,M,Peripheral_blood_mononuclear_cells
DTX1,12,M,Peripheral_blood_mononuclear_cells
EMG1,12,M,Peripheral_blood_mononuclear_cells
ENO2,12,M,Peripheral_blood_mononuclear_cells
ETV6,12,M,Peripheral_blood_mononuclear_cells
GIT2,12,M,Peripheral_blood_mononuclear_cells
GOLT1B,12,M,Peripheral_blood_mononuclear_cells
GRIP1,12,M,Peripheral_blood_mononuclear_cells
KLHL42,12,M,Peripheral_blood_mononuclear_cells
KMT5A,12,M,Peripheral_blood_mononuclear_cells
LIMA1,12,M,Peripheral_blood_mononuclear_cells
LIN7A,12,M,Peripheral_blood_mononuclear_cells
M6PR,12,M,Peripheral_blood_mononuclear_cells
MANSC1,12,M,Peripheral_blood_mononuclear_cells
MAP3K12,12,M,Peripheral_blood_mononuclear_cells
MAPKAPK5,12,M,Peripheral_blood_mononuclear_cells
NELL2,12,M,Peripheral_blood_mononuclear_cells
NR4A1,12,M,Peripheral_blood_mononuclear_cells
NUAK1,12,M,Peripheral_blood_mononuclear_cells
PARP11,12,M,Peripheral_blood_mononuclear_cells
PEBP1,12,M,Peripheral_blood_mononuclear_cells
PEX5,12,M,Peripheral_blood_mononuclear_cells
PFKM,12,M,Peripheral_blood_mononuclear_cells
PRDM4,12,M,Peripheral_blood_mononuclear_cells
RBM19,12,M,Peripheral_blood_mononuclear_cells
RECQL,12,M,Peripheral_blood_mononuclear_cells
RHOF,12,M,Peripheral_blood_mononuclear_cells
RILPL1,12,M,Peripheral_blood_mononuclear_cells
RNF34,12,M,Peripheral_blood_mononuclear_cells
SLC15A4,12,M,Peripheral_blood_mononuclear_cells
SLC38A2,12,M,Peripheral_blood_mononuclear_cells
TBK1,12,M,Peripheral_blood_mononuclear_cells
TMEM106C,12,M,Peripheral_blood_mononuclear_cells
TMEM117,12,M,Peripheral_blood_mononuclear_cells
TMEM19,12,M,Peripheral_blood_mononuclear_cells
TMEM5,12,M,Peripheral_blood_mononuclear_cells
UTP20,12,M,Peripheral_blood_mononuclear_cells
VPS29,12,M,Peripheral_blood_mononuclear_cells
ZCRB1,12,M,Peripheral_blood_mononuclear_cells
ZNF641,12,M,Peripheral_blood_mononuclear_cells
ANKRD10,13,M,Peripheral_blood_mononuclear_cells
BIVM,13,M,Peripheral_blood_mononuclear_cells
CDC16,13,M,Peripheral_blood_mononuclear_cells
DCT,13,M,Peripheral_blood_mononuclear_cells
DIAPH3,13,M,Peripheral_blood_mononuclear_cells
DOCK9,13,M,Peripheral_blood_mononuclear_cells
KLF5,13,M,Peripheral_blood_mononuclear_cells
NEK3,13,M,Peripheral_blood_mononuclear_cells
NHLRC3,13,M,Peripheral_blood_mononuclear_cells
OLFM4,13,M,Peripheral_blood_mononuclear_cells
PARP4,13,M,Peripheral_blood_mononuclear_cells
RAP2A,13,M,Peripheral_blood_mononuclear_cells
RFC3,13,M,Peripheral_blood_mononuclear_cells
SLAIN1,13,M,Peripheral_blood_mononuclear_cells
SLC7A1,13,M,Peripheral_blood_mononuclear_cells
STK24,13,M,Peripheral_blood_mononuclear_cells
TDRD3,13,M,Peripheral_blood_mononuclear_cells
UGGT2,13,M,Peripheral_blood_mononuclear_cells
ZMYM2,13,M,Peripheral_blood_mononuclear_cells
AKAP6,14,M,Peripheral_blood_mononuclear_cells
AKT1,14,M,Peripheral_blood_mononuclear_cells
AMN,14,M,Peripheral_blood_mononuclear_cells
ARHGAP5,14,M,Peripheral_blood_mononuclear_cells
ATP5S,14,M,Peripheral_blood_mononuclear_cells
C14orf1,14,M,Peripheral_blood_mononuclear_cells
C14orf142,14,M,Peripheral_blood_mononuclear_cells
CDC42BPB,14,M,Peripheral_blood_mononuclear_cells
CFL2,14,M,Peripheral_blood_mononuclear_cells
DLST,14,M,Peripheral_blood_mononuclear_cells
EVL,14,M,Peripheral_blood_mononuclear_cells
FOXG1,14,M,Peripheral_blood_mononuclear_cells
GMFB,14,M,Peripheral_blood_mononuclear_cells
MGAT2,14,M,Peripheral_blood_mononuclear_cells
MLH3,14,M,Peripheral_blood_mononuclear_cells
PABPN1,14,M,Peripheral_blood_mononuclear_cells
PARP2,14,M,Peripheral_blood_mononuclear_cells
PPP1R13B,14,M,Peripheral_blood_mononuclear_cells
PSMA6,14,M,Peripheral_blood_mononuclear_cells
PSME2,14,M,Peripheral_blood_mononuclear_cells
PTGDR,14,M,Peripheral_blood_mononuclear_cells
PTGR2,14,M,Peripheral_blood_mononuclear_cells
PTPN21,14,M,Peripheral_blood_mononuclear_cells
RAB2B,14,M,Peripheral_blood_mononuclear_cells
SAV1,14,M,Peripheral_blood_mononuclear_cells
SNX6,14,M,Peripheral_blood_mononuclear_cells
SOCS4,14,M,Peripheral_blood_mononuclear_cells
TMEM30B,14,M,Peripheral_blood_mononuclear_cells
ARRDC4,15,M,Peripheral_blood_mononuclear_cells
C2CD4B,15,M,Peripheral_blood_mononuclear_cells
CASC5,15,M,Peripheral_blood_mononuclear_cells
CGNL1,15,M,Peripheral_blood_mononuclear_cells
CORO2B,15,M,Peripheral_blood_mononuclear_cells
DIS3L,15,M,Peripheral_blood_mononuclear_cells
DPH6,15,M,Peripheral_blood_mononuclear_cells
EID1,15,M,Peripheral_blood_mononuclear_cells
FAM174B,15,M,Peripheral_blood_mononuclear_cells
FAM219B,15,M,Peripheral_blood_mononuclear_cells
FANCI,15,M,Peripheral_blood_mononuclear_cells
GDPGP1,15,M,Peripheral_blood_mononuclear_cells
HDGFRP3,15,M,Peripheral_blood_mononuclear_cells
IVD,15,M,Peripheral_blood_mononuclear_cells
LPCAT4,15,M,Peripheral_blood_mononuclear_cells
MAN2A2,15,M,Peripheral_blood_mononuclear_cells
MYEF2,15,M,Peripheral_blood_mononuclear_cells
MYO5A,15,M,Peripheral_blood_mononuclear_cells
PARP16,15,M,Peripheral_blood_mononuclear_cells
PARP6,15,M,Peripheral_blood_mononuclear_cells
PDE8A,15,M,Peripheral_blood_mononuclear_cells
PIGB,15,M,Peripheral_blood_mononuclear_cells
PTPN9,15,M,Peripheral_blood_mononuclear_cells
RPLP1,15,M,Peripheral_blood_mononuclear_cells
SCG3,15,M,Peripheral_blood_mononuclear_cells
SNRPN,15,M,Peripheral_blood_mononuclear_cells
SPESP1,15,M,Peripheral_blood_mononuclear_cells
ST20,15,M,Peripheral_blood_mononuclear_cells
TMEM62,15,M,Peripheral_blood_mononuclear_cells
VWA9,15,M,Peripheral_blood_mononuclear_cells
WDR61,15,M,Peripheral_blood_mononuclear_cells
ZWILCH,15,M,Peripheral_blood_mononuclear_cells
ADGRG1,16,M,Peripheral_blood_mononuclear_cells
ARL6IP1,16,M,Peripheral_blood_mononuclear_cells
C16orf45,16,M,Peripheral_blood_mononuclear_cells
C16orf70,16,M,Peripheral_blood_mononuclear_cells
C16orf74,16,M,Peripheral_blood_mononuclear_cells
CDYL2,16,M,Peripheral_blood_mononuclear_cells
CMC2,16,M,Peripheral_blood_mononuclear_cells
CMTM3,16,M,Peripheral_blood_mononuclear_cells
CNGB1,16,M,Peripheral_blood_mononuclear_cells
COQ7,16,M,Peripheral_blood_mononuclear_cells
CYB5B,16,M,Peripheral_blood_mononuclear_cells
DYNC1LI2,16,M,Peripheral_blood_mononuclear_cells
EEF2K,16,M,Peripheral_blood_mononuclear_cells
FUS,16,M,Peripheral_blood_mononuclear_cells
GSE1,16,M,Peripheral_blood_mononuclear_cells
MEIOB,16,M,Peripheral_blood_mononuclear_cells
NOD2,16,M,Peripheral_blood_mononuclear_cells
NTAN1,16,M,Peripheral_blood_mononuclear_cells
PDXDC1,16,M,Peripheral_blood_mononuclear_cells
PHLPP2,16,M,Peripheral_blood_mononuclear_cells
SDR42E1,16,M,Peripheral_blood_mononuclear_cells
SNTB2,16,M,Peripheral_blood_mononuclear_cells
TAT,16,M,Peripheral_blood_mononuclear_cells
TK2,16,M,Peripheral_blood_mononuclear_cells
USP7,16,M,Peripheral_blood_mononuclear_cells
VAC14,16,M,Peripheral_blood_mononuclear_cells
