,Species,Gene,Chromosome,HREloc,GeneDirection,GeneStart,GeneStop,Distance,Proxy,HRE_direct,HRE,Info
99,Homo_sapiens,LARP4B,10,947489,-,931900,806914,15589,Up,care,care,"ID=gene-LARP4B;Dbxref=GeneID:23185,HGNC:HGNC:28987,MIM:616513;Name=LARP4B;description=La ribonucleoprotein 4B;gbkey=Gene;gene=LARP4B;gene_biotype=protein_coding;gene_synonym=KIAA0217,LARP5"
100,Homo_sapiens,ANKRD16,10,5897768,-,5889893,5861616,7875,Up,asrer,asre,"ID=gene-ANKRD16;Dbxref=GeneID:54522,HGNC:HGNC:23471,MIM:618017;Name=ANKRD16;description=ankyrin repeat domain 16;gbkey=Gene;gene=ANKRD16;gene_biotype=protein_coding"
80,Homo_sapiens,ATP5F1C,10,7773949,+,7788159,7807801,14210,Up,slp2r,slp2,"ID=gene-ATP5F1C;Dbxref=GeneID:509,HGNC:HGNC:833,MIM:108729;Name=ATP5F1C;description=ATP synthase F1 subunit gamma;gbkey=Gene;gene=ATP5F1C;gene_biotype=protein_coding;gene_synonym=ATP5C,ATP5C1,ATP5CL1"
93,Homo_sapiens,SEC61A2,10,12171063,+,12129641,12169958,1105,Down,mvdpf,mvdp,"ID=gene-SEC61A2;Dbxref=GeneID:55176,HGNC:HGNC:17702,MIM:618271;Name=SEC61A2;description=SEC61 translocon subunit alpha 2;gbkey=Gene;gene=SEC61A2;gene_biotype=protein_coding"
101,Homo_sapiens,DNAJC1,10,22025048,-,22003763,21756548,21285,Up,asrer,asre,"ID=gene-DNAJC1;Dbxref=GeneID:64215,HGNC:HGNC:20090,MIM:611207;Name=DNAJC1;description=DnaJ heat shock protein family (Hsp40) member C1;gbkey=Gene;gene=DNAJC1;gene_biotype=protein_coding;gene_synonym=DNAJL1,ERdj1,HTJ1,MTJ1"
89,Homo_sapiens,ZNF438,10,30839764,-,31032407,30841254,1490,Down,p21f,p21,"ID=gene-ZNF438;Dbxref=GeneID:220929,HGNC:HGNC:21029;Name=ZNF438;description=zinc finger protein 438;gbkey=Gene;gene=ZNF438;gene_biotype=protein_coding;gene_synonym=bA330O11.1"
102,Homo_sapiens,ARHGAP12,10,31942255,-,31928876,31805398,13379,Up,slp2r,slp2,"ID=gene-ARHGAP12;Dbxref=GeneID:94134,HGNC:HGNC:16348,MIM:610577;Name=ARHGAP12;description=Rho GTPase activating protein 12;gbkey=Gene;gene=ARHGAP12;gene_biotype=protein_coding"
103,Homo_sapiens,NRP1,10,33344119,-,33334667,33177493,9452,Up,asref,asre,"ID=gene-NRP1;Dbxref=GeneID:8829,HGNC:HGNC:8004,MIM:602069;Name=NRP1;description=neuropilin 1;gbkey=Gene;gene=NRP1;gene_biotype=protein_coding;gene_synonym=BDCA4,CD304,NP1,NRP,VEGF165R"
94,Homo_sapiens,CCNY,10,35574488,+,35247025,35572667,1821,Down,pem2f,pem2,"ID=gene-CCNY;Dbxref=GeneID:219771,HGNC:HGNC:23354,MIM:612786;Name=CCNY;description=cyclin Y;gbkey=Gene;gene=CCNY;gene_biotype=protein_coding;gene_synonym=C10orf9,CBCP1,CCNX,CFP1"
95,Homo_sapiens,CCNY,10,35579728,+,35247025,35572667,7061,Down,csrer,csre,"ID=gene-CCNY;Dbxref=GeneID:219771,HGNC:HGNC:23354,MIM:612786;Name=CCNY;description=cyclin Y;gbkey=Gene;gene=CCNY;gene_biotype=protein_coding;gene_synonym=C10orf9,CBCP1,CCNX,CFP1"
81,Homo_sapiens,MAPK8,10,48293098,+,48306673,48439360,13575,Up,asref,asre,"ID=gene-MAPK8;Dbxref=GeneID:5599,HGNC:HGNC:6881,MIM:601158;Name=MAPK8;description=mitogen-activated protein kinase 8;gbkey=Gene;gene=MAPK8;gene_biotype=protein_coding;gene_synonym=JNK,JNK-46,JNK1,JNK1A2,JNK21B1/2,PRKM8,SAPK1,SAPK1c"
104,Homo_sapiens,TMEM273,10,49196163,-,49188580,49154728,7583,Up,psa1r,psa1,"ID=gene-TMEM273;Dbxref=GeneID:170371,HGNC:HGNC:27274;Name=TMEM273;description=transmembrane protein 273;gbkey=Gene;gene=TMEM273;gene_biotype=protein_coding;gene_synonym=C10orf128"
105,Homo_sapiens,EGR2,10,62839789,-,62819167,62811996,20622,Up,hklkr,hklk,"ID=gene-EGR2;Dbxref=GeneID:1959,HGNC:HGNC:3239,MIM:129010;Name=EGR2;description=early growth response 2;gbkey=Gene;gene=EGR2;gene_biotype=protein_coding;gene_synonym=AT591,CHN1,CMT1D,CMT4E,KROX20"
106,Homo_sapiens,RUFY2,10,68424064,-,68407302,68341112,16762,Up,slp2r,slp2,"ID=gene-RUFY2;Dbxref=GeneID:55680,HGNC:HGNC:19761,MIM:610328;Name=RUFY2;description=RUN and FYVE domain containing 2;gbkey=Gene;gene=RUFY2;gene_biotype=protein_coding;gene_synonym=RABIP4R,ZFYVE13"
82,Homo_sapiens,COL13A1,10,69781781,+,69801835,69959144,20054,Up,slp3f,slp3,"ID=gene-COL13A1;Dbxref=GeneID:1305,HGNC:HGNC:2190,MIM:120350;Name=COL13A1;description=collagen type XIII alpha 1 chain;gbkey=Gene;gene=COL13A1;gene_biotype=protein_coding;gene_synonym=CMS19,COLXIIIA1"
107,Homo_sapiens,PLA2G12B,10,72968309,-,72955044,72934762,13265,Up,pem2f,pem2,"ID=gene-PLA2G12B;Dbxref=GeneID:84647,HGNC:HGNC:18555,MIM:611653;Name=PLA2G12B;description=phospholipase A2 group XIIB;gbkey=Gene;gene=PLA2G12B;gene_biotype=protein_coding;gene_synonym=FKSG71,GXIIB,GXIIIsPLA2,PLA2G13,sPLA2-GXIIB"
90,Homo_sapiens,P4HA1,10,73005913,-,73096866,73007217,1304,Down,aare,aare,"ID=gene-P4HA1;Dbxref=GeneID:5033,HGNC:HGNC:8546,MIM:176710;Name=P4HA1;description=prolyl 4-hydroxylase subunit alpha 1;gbkey=Gene;gene=P4HA1;gene_biotype=protein_coding;gene_synonym=P4HA"
108,Homo_sapiens,PPP3CB,10,73505314,-,73496024,73436433,9290,Up,c3f,c3,"ID=gene-PPP3CB;Dbxref=GeneID:5532,HGNC:HGNC:9315,MIM:114106;Name=PPP3CB;description=protein phosphatase 3 catalytic subunit beta;gbkey=Gene;gene=PPP3CB;gene_biotype=protein_coding;gene_synonym=CALNA2,CALNB,CNA2,PP2Bbeta"
83,Homo_sapiens,KAT6B,10,74814549,+,74824927,75032624,10378,Up,mvdpr,mvdp,"ID=gene-KAT6B;Dbxref=GeneID:23522,HGNC:HGNC:17582,MIM:605880;Name=KAT6B;description=lysine acetyltransferase 6B;gbkey=Gene;gene=KAT6B;gene_biotype=protein_coding;gene_synonym=GTPTS,MORF,MOZ2,MYST4,qkf,querkopf,ZC2HC6B"
109,Homo_sapiens,MMRN2,10,86959128,-,86957615,86935540,1513,Up,pem2r,pem2,"ID=gene-MMRN2;Dbxref=GeneID:79812,HGNC:HGNC:19888,MIM:608925;Name=MMRN2;description=multimerin 2;gbkey=Gene;gene=MMRN2;gene_biotype=protein_coding;gene_synonym=EMILIN-3,EMILIN3,ENDOGLYX-1"
84,Homo_sapiens,IFIT3,10,89323941,+,89327997,89340968,4056,Up,psa1f,psa1,"ID=gene-IFIT3;Dbxref=GeneID:3437,HGNC:HGNC:5411,MIM:604650;Name=IFIT3;description=interferon induced protein with tetratricopeptide repeats 3;gbkey=Gene;gene=IFIT3;gene_biotype=protein_coding;gene_synonym=CIG-49,cig41,GARG-49,IFI60,IFIT4,IRG2,ISG60,P60,RIG-G"
110,Homo_sapiens,CRTAC1,10,98049406,-,98030621,97854711,18785,Up,ccnd1r,ccnd1,"ID=gene-CRTAC1;Dbxref=GeneID:55118,HGNC:HGNC:14882,MIM:606276;Name=CRTAC1;description=cartilage acidic protein 1;gbkey=Gene;gene=CRTAC1;gene_biotype=protein_coding;gene_synonym=ASPIC,ASPIC1,CEP-68,CEP68,LOTUS"
91,Homo_sapiens,GOT1,10,99389990,-,99430624,99396870,6880,Down,care,care,"ID=gene-GOT1;Dbxref=GeneID:2805,HGNC:HGNC:4432,MIM:138180;Name=GOT1;description=glutamic-oxaloacetic transaminase 1;gbkey=Gene;gene=GOT1;gene_biotype=protein_coding;gene_synonym=AST1,ASTQTL1,cAspAT,cCAT,GIG18"
96,Homo_sapiens,KAZALD1,10,101072999,+,101061085,101068131,4868,Down,pem2f,pem2,"ID=gene-KAZALD1;Dbxref=GeneID:81621,HGNC:HGNC:25460,MIM:609208;Name=KAZALD1;description=Kazal type serine peptidase inhibitor domain 1;gbkey=Gene;gene=KAZALD1;gene_biotype=protein_coding;gene_synonym=BONO1,FKSG28,FKSG40,IGFBP-rP10"
111,Homo_sapiens,XPNPEP1,10,109943122,-,109923511,109864766,19611,Up,mvdpr,mvdp,"ID=gene-XPNPEP1;Dbxref=GeneID:7511,HGNC:HGNC:12822,MIM:602443;Name=XPNPEP1;description=X-prolyl aminopeptidase 1;gbkey=Gene;gene=XPNPEP1;gene_biotype=protein_coding;gene_synonym=APP1,SAMP,XPNPEP,XPNPEPL,XPNPEPL1"
85,Homo_sapiens,SMC3,10,110562733,+,110567695,110606048,4962,Up,pem1r,pem1,"ID=gene-SMC3;Dbxref=GeneID:9126,HGNC:HGNC:2468,MIM:606062;Name=SMC3;description=structural maintenance of chromosomes 3;gbkey=Gene;gene=SMC3;gene_biotype=protein_coding;gene_synonym=BAM,BMH,CDLS3,CSPG6,HCAP,SMC3L1"
97,Homo_sapiens,RBM20,10,110844912,+,110641933,110839471,5441,Down,csrer,csre,"ID=gene-RBM20;Dbxref=GeneID:282996,HGNC:HGNC:27424,MIM:613171;Name=RBM20;description=RNA binding motif protein 20;gbkey=Gene;gene=RBM20;gene_biotype=protein_coding"
92,Homo_sapiens,ZDHHC6,10,112416805,-,112447572,112424411,7606,Down,slp3r,slp3,"ID=gene-ZDHHC6;Dbxref=GeneID:64429,HGNC:HGNC:19160,MIM:618715;Name=ZDHHC6;description=zinc finger DHHC-type palmitoyltransferase 6;gbkey=Gene;gene=ZDHHC6;gene_biotype=protein_coding;gene_synonym=DHHC-6,DHHC6,ZNF376"
112,Homo_sapiens,ZDHHC6,10,112458236,-,112447572,112424411,10664,Up,asrer,asre,"ID=gene-ZDHHC6;Dbxref=GeneID:64429,HGNC:HGNC:19160,MIM:618715;Name=ZDHHC6;description=zinc finger DHHC-type palmitoyltransferase 6;gbkey=Gene;gene=ZDHHC6;gene_biotype=protein_coding;gene_synonym=DHHC-6,DHHC6,ZNF376"
86,Homo_sapiens,TRUB1,10,114925313,+,114938195,114977676,12882,Up,ccnd1r,ccnd1,"ID=gene-TRUB1;Dbxref=GeneID:142940,HGNC:HGNC:16060,MIM:610726;Name=TRUB1;description=TruB pseudouridine synthase family member 1;gbkey=Gene;gene=TRUB1;gene_biotype=protein_coding;gene_synonym=PUS4"
113,Homo_sapiens,CHST15,10,124116676,-,124093684,124006059,22992,Up,mvdpf,mvdp,"ID=gene-CHST15;Dbxref=GeneID:51363,HGNC:HGNC:18137,MIM:608277;Name=CHST15;description=carbohydrate sulfotransferase 15;gbkey=Gene;gene=CHST15;gene_biotype=protein_coding;gene_synonym=BRAG,GALNAC4S-6ST"
87,Homo_sapiens,ZRANB1,10,124930006,+,124939489,124988189,9483,Up,mvdpf,mvdp,"ID=gene-ZRANB1;Dbxref=GeneID:54764,HGNC:HGNC:18224,MIM:611749;Name=ZRANB1;description=zinc finger RANBP2-type containing 1;gbkey=Gene;gene=ZRANB1;gene_biotype=protein_coding;gene_synonym=TRABID"
98,Homo_sapiens,DOCK1,10,127456922,+,126905428,127452517,4405,Down,csrer,csre,"ID=gene-DOCK1;Dbxref=GeneID:1793,HGNC:HGNC:2987,MIM:601403;Name=DOCK1;description=dedicator of cytokinesis 1;gbkey=Gene;gene=DOCK1;gene_biotype=protein_coding;gene_synonym=ced5,DOCK180"
88,Homo_sapiens,JAKMIP3,10,132013895,+,132036068,132184858,22173,Up,slp2r,slp2,"ID=gene-JAKMIP3;Dbxref=GeneID:282973,HGNC:HGNC:23523,MIM:611198;Name=JAKMIP3;description=Janus kinase and microtubule interacting protein 3;gbkey=Gene;gene=JAKMIP3;gene_biotype=protein_coding;gene_synonym=bA140A10.5,C10orf14,C10orf39,Jamip3,NECC2"
114,Homo_sapiens,GTF2H1,11,18300902,+,18322567,18367045,21665,Up,pem2f,pem2,"ID=gene-GTF2H1;Dbxref=GeneID:2965,HGNC:HGNC:4655,MIM:189972;Name=GTF2H1;description=general transcription factor IIH subunit 1;gbkey=Gene;gene=GTF2H1;gene_biotype=protein_coding;gene_synonym=BTF2,P62,TFB1,TFIIH"
115,Homo_sapiens,ANO3,11,26168284,+,26188808,26667907,20524,Up,pb2f,pb2,"ID=gene-ANO3;Dbxref=GeneID:63982,HGNC:HGNC:14004,MIM:610110;Name=ANO3;description=anoctamin 3;gbkey=Gene;gene=ANO3;gene_biotype=protein_coding;gene_synonym=C11orf25,DYT23,DYT24,GENX-3947,TMEM16C"
133,Homo_sapiens,CCDC34,11,27382098,-,27363215,27338512,18883,Up,asref,asre,"ID=gene-CCDC34;Dbxref=GeneID:91057,HGNC:HGNC:25079,MIM:612324;Name=CCDC34;description=coiled-coil domain containing 34;gbkey=Gene;gene=CCDC34;gene_biotype=protein_coding;gene_synonym=L15,NY-REN-41,RAMA3"
125,Homo_sapiens,FBXO3,11,33732577,-,33774520,33740944,8367,Down,hk2r,hk2,"ID=gene-FBXO3;Dbxref=GeneID:26273,HGNC:HGNC:13582,MIM:609089;Name=FBXO3;description=F-box protein 3;gbkey=Gene;gene=FBXO3;gene_biotype=protein_coding;gene_synonym=FBA,FBX3"
131,Homo_sapiens,TRIM44,11,35823967,+,35662692,35818007,5960,Down,mvdpr,mvdp,"ID=gene-TRIM44;Dbxref=GeneID:54765,HGNC:HGNC:19016,MIM:612298;Name=TRIM44;description=tripartite motif containing 44;gbkey=Gene;gene=TRIM44;gene_biotype=protein_coding;gene_synonym=AN3,DIPB,HSA249128,MC7"
116,Homo_sapiens,CD82,11,44564731,+,44565610,44620363,879,Up,psa1r,psa1,"ID=gene-CD82;Dbxref=GeneID:3732,HGNC:HGNC:6210,MIM:600623;Name=CD82;description=CD82 molecule;gbkey=Gene;gene=CD82;gene_biotype=protein_coding;gene_synonym=4F9,C33,GR15,IA4,KAI1,R2,SAR2,ST6,TSPAN27"
126,Homo_sapiens,PEX16,11,45906237,-,45917877,45909663,3426,Down,mvdpf,mvdp,"ID=gene-PEX16;Dbxref=GeneID:9409,HGNC:HGNC:8857,MIM:603360;Name=PEX16;description=peroxisomal biogenesis factor 16;gbkey=Gene;gene=PEX16;gene_biotype=protein_coding;gene_synonym=PBD8A,PBD8B"
134,Homo_sapiens,PHF21A,11,46131827,-,46121454,45929319,10373,Up,slp3f,slp3,"ID=gene-PHF21A;Dbxref=GeneID:51317,HGNC:HGNC:24156,MIM:608325;Name=PHF21A;description=PHD finger protein 21A;gbkey=Gene;gene=PHF21A;gene_biotype=protein_coding;gene_synonym=BHC80,BM-006,IDDBCS,NEDMS"
135,Homo_sapiens,TNKS1BP1,11,57325855,-,57324952,57299631,903,Up,csrer,csre,"ID=gene-TNKS1BP1;Dbxref=GeneID:85456,HGNC:HGNC:19081,MIM:607104;Name=TNKS1BP1;description=tankyrase 1 binding protein 1;gbkey=Gene;gene=TNKS1BP1;gene_biotype=protein_coding;gene_synonym=TAB182"
127,Homo_sapiens,SSRP1,11,57325855,-,57335892,57325986,131,Down,csrer,csre,"ID=gene-SSRP1;Dbxref=GeneID:6749,HGNC:HGNC:11327,MIM:604328;Name=SSRP1;description=structure specific recognition protein 1;gbkey=Gene;gene=SSRP1;gene_biotype=protein_coding;gene_synonym=FACT,FACT80,T160"
117,Homo_sapiens,P2RX3,11,57325855,+,57335943,57372399,10088,Up,csrer,csre,"ID=gene-P2RX3;Dbxref=GeneID:5024,HGNC:HGNC:8534,MIM:600843;Name=P2RX3;description=purinergic receptor P2X 3;gbkey=Gene;gene=P2RX3;gene_biotype=protein_coding;gene_synonym=P2X3"
136,Homo_sapiens,SLC15A3,11,60962960,-,60952176,60937084,10784,Up,asrer,asre,"ID=gene-SLC15A3;Dbxref=GeneID:51296,HGNC:HGNC:18068,MIM:610408;Name=SLC15A3;description=solute carrier family 15 member 3;gbkey=Gene;gene=SLC15A3;gene_biotype=protein_coding;gene_synonym=OCTP,PHT2,PTR3"
118,Homo_sapiens,MYRF,11,61738636,+,61752617,61788518,13981,Up,csref,csre,"ID=gene-MYRF;Dbxref=GeneID:745,HGNC:HGNC:1181,MIM:608329;Name=MYRF;description=myelin regulatory factor;gbkey=Gene;gene=MYRF;gene_biotype=protein_coding;gene_synonym=11orf9,C11orf9,CUGS,MMERV,MRF,Ndt80,pqn-47"
119,Homo_sapiens,SF3B2,11,66043550,+,66052361,66069308,8811,Up,slp3f,slp3,"ID=gene-SF3B2;Dbxref=GeneID:10992,HGNC:HGNC:10769,MIM:605591;Name=SF3B2;description=splicing factor 3b subunit 2;gbkey=Gene;gene=SF3B2;gene_biotype=protein_coding;gene_synonym=Cus1,SAP145,SF3b1,SF3B145,SF3b150"
137,Homo_sapiens,PC,11,66976801,-,66958418,66848420,18383,Up,pem2r,pem2,"ID=gene-PC;Dbxref=GeneID:5091,HGNC:HGNC:8636,MIM:608786;Name=PC;description=pyruvate carboxylase;gbkey=Gene;gene=PC;gene_biotype=protein_coding;gene_synonym=PCB"
138,Homo_sapiens,PICALM,11,86074629,-,86069860,85957175,4769,Up,slp2r,slp2,"ID=gene-PICALM;Dbxref=GeneID:8301,HGNC:HGNC:15514,MIM:603025;Name=PICALM;description=phosphatidylinositol binding clathrin assembly protein;gbkey=Gene;gene=PICALM;gene_biotype=protein_coding;gene_synonym=CALM,CLTH,LAP"
120,Homo_sapiens,CEP126,11,101892845,+,101915010,102001062,22165,Up,ccnd1r,ccnd1,"ID=gene-CEP126;Dbxref=GeneID:57562,HGNC:HGNC:29264,MIM:614634;Name=CEP126;description=centrosomal protein 126;gbkey=Gene;gene=CEP126;gene_biotype=protein_coding;gene_synonym=KIAA1377"
139,Homo_sapiens,ARHGAP20,11,110728394,-,110713189,110577035,15205,Up,care,care,"ID=gene-ARHGAP20;Dbxref=GeneID:57569,HGNC:HGNC:18357,MIM:609568;Name=ARHGAP20;description=Rho GTPase activating protein 20;gbkey=Gene;gene=ARHGAP20;gene_biotype=protein_coding;gene_synonym=RARHOGAP"
128,Homo_sapiens,ZW10,11,113732291,-,113773699,113733183,892,Down,asrer,asre,"ID=gene-ZW10;Dbxref=GeneID:9183,HGNC:HGNC:13194,MIM:603954;Name=ZW10;description=zw10 kinetochore protein;gbkey=Gene;gene=ZW10;gene_biotype=protein_coding;gene_synonym=HZW10,KNTC1AP"
140,Homo_sapiens,USP28,11,113883979,-,113875572,113797875,8407,Up,pb2f,pb2,"ID=gene-USP28;Dbxref=GeneID:57646,HGNC:HGNC:12625,MIM:610748;Name=USP28;description=ubiquitin specific peptidase 28;gbkey=Gene;gene=USP28;gene_biotype=protein_coding"
121,Homo_sapiens,HTR3B,11,113883979,+,113898923,113949119,14944,Up,pb2f,pb2,"ID=gene-HTR3B;Dbxref=GeneID:9177,HGNC:HGNC:5298,MIM:604654;Name=HTR3B;description=5-hydroxytryptamine receptor 3B;gbkey=Gene;gene=HTR3B;gene_biotype=protein_coding;gene_synonym=5-HT3B"
122,Homo_sapiens,NXPE2,11,114448824,+,114464276,114813702,15452,Up,pb2f,pb2,"ID=gene-NXPE2;Dbxref=GeneID:120406,HGNC:HGNC:26331;Name=NXPE2;description=neurexophilin and PC-esterase domain family member 2;gbkey=Gene;gene=NXPE2;gene_biotype=protein_coding;gene_synonym=FAM55B"
123,Homo_sapiens,TAGLN,11,117181023,+,117199294,117207465,18271,Up,psa1r,psa1,"ID=gene-TAGLN;Dbxref=GeneID:6876,HGNC:HGNC:11553,MIM:600818;Name=TAGLN;description=transgelin;gbkey=Gene;gene=TAGLN;gene_biotype=protein_coding;gene_synonym=SM22,SM22-alpha,SMCC,TAGLN1,WS3-10"
124,Homo_sapiens,TMEM25,11,118516738,+,118531189,118547286,14451,Up,asrer,asre,"ID=gene-TMEM25;Dbxref=GeneID:84866,HGNC:HGNC:25890,MIM:613934;Name=TMEM25;description=transmembrane protein 25;gbkey=Gene;gene=TMEM25;gene_biotype=protein_coding"
129,Homo_sapiens,CLMP,11,123061597,-,123195248,123069872,8275,Down,hklkr,hklk,"ID=gene-CLMP;Dbxref=GeneID:79827,HGNC:HGNC:24039,MIM:611693;Name=CLMP;description=CXADR like membrane protein;gbkey=Gene;gene=CLMP;gene_biotype=protein_coding;gene_synonym=ACAM,ASAM,CSBM,CSBS"
141,Homo_sapiens,ARHGAP32,11,129297080,-,129279518,128965060,17562,Up,pb2f,pb2,"ID=gene-ARHGAP32;Dbxref=GeneID:9743,HGNC:HGNC:17399,MIM:608541;Name=ARHGAP32;description=Rho GTPase activating protein 32;gbkey=Gene;gene=ARHGAP32;gene_biotype=protein_coding;gene_synonym=GC-GAP,GRIT,p200RhoGAP,p250GAP,PX-RICS,RICS"
132,Homo_sapiens,ST14,11,130217738,+,130159782,130210362,7376,Down,care,care,"ID=gene-ST14;Dbxref=GeneID:6768,HGNC:HGNC:11344,MIM:606797;Name=ST14;description=ST14 transmembrane serine protease matriptase;gbkey=Gene;gene=ST14;gene_biotype=protein_coding;gene_synonym=ARCI11,CAP3,HAI,MT-SP1,MTSP1,PRSS14,SNC19,TADG15,TMPRSS14"
130,Homo_sapiens,ZBTB44,11,130217738,-,130314917,130226677,8939,Down,care,care,"ID=gene-ZBTB44;Dbxref=GeneID:29068,HGNC:HGNC:25001;Name=ZBTB44;description=zinc finger and BTB domain containing 44;gbkey=Gene;gene=ZBTB44;gene_biotype=protein_coding;gene_synonym=BTBD15,HSPC063,ZNF851"
163,Homo_sapiens,CCDC77,12,448410,+,389347,442642,5768,Down,care,care,"ID=gene-CCDC77;Dbxref=GeneID:84318,HGNC:HGNC:28203;Name=CCDC77;description=coiled-coil domain containing 77;gbkey=Gene;gene=CCDC77;gene_biotype=protein_coding"
142,Homo_sapiens,B4GALNT3,12,448410,+,459939,563509,11529,Up,care,care,"ID=gene-B4GALNT3;Dbxref=GeneID:283358,HGNC:HGNC:24137,MIM:612220;Name=B4GALNT3;description=beta-1%2C4-N-acetyl-galactosaminyltransferase 3;gbkey=Gene;gene=B4GALNT3;gene_biotype=protein_coding"
143,Homo_sapiens,DYRK4,12,4558702,+,4562208,4613875,3506,Up,care,care,"ID=gene-DYRK4;Dbxref=GeneID:8798,HGNC:HGNC:3095,MIM:609181;Name=DYRK4;description=dual specificity tyrosine phosphorylation regulated kinase 4;gbkey=Gene;gene=DYRK4;gene_biotype=protein_coding"
173,Homo_sapiens,CLEC4E,12,8557204,-,8541327,8533305,15877,Up,mvdpf,mvdp,"ID=gene-CLEC4E;Dbxref=GeneID:26253,HGNC:HGNC:14555,MIM:609962;Name=CLEC4E;description=C-type lectin domain family 4 member E;gbkey=Gene;gene=CLEC4E;gene_biotype=protein_coding;gene_synonym=CLECSF9,MINCLE"
174,Homo_sapiens,MANSC1,12,12357866,-,12350242,12326056,7624,Up,slp3r,slp3,"ID=gene-MANSC1;Dbxref=GeneID:54682,HGNC:HGNC:25505;Name=MANSC1;description=MANSC domain containing 1;gbkey=Gene;gene=MANSC1;gene_biotype=protein_coding;gene_synonym=9130403P13Rik,LOH12CR3"
159,Homo_sapiens,GPRC5D,12,12940355,-,12955908,12940518,163,Down,mvdpf,mvdp,"ID=gene-GPRC5D;Dbxref=GeneID:55507,HGNC:HGNC:13310,MIM:607437;Name=GPRC5D;description=G protein-coupled receptor class C group 5 member D;gbkey=Gene;gene=GPRC5D;gene_biotype=protein_coding"
175,Homo_sapiens,RERG,12,15222380,-,15221417,15107783,963,Up,pem1r,pem1,"ID=gene-RERG;Dbxref=GeneID:85004,HGNC:HGNC:15980,MIM:612664;Name=RERG;description=RAS like estrogen regulated growth inhibitor;gbkey=Gene;gene=RERG;gene_biotype=protein_coding"
144,Homo_sapiens,DERA,12,15886507,+,15911332,16037381,24825,Up,pem1r,pem1,"ID=gene-DERA;Dbxref=GeneID:51071,HGNC:HGNC:24269;Name=DERA;description=deoxyribose-phosphate aldolase;gbkey=Gene;gene=DERA;gene_biotype=protein_coding;gene_synonym=CGI-26,DEOC"
160,Homo_sapiens,SLC15A5,12,16180751,-,16277685,16188485,7734,Down,psa1r,psa1,"ID=gene-SLC15A5;Dbxref=GeneID:729025,HGNC:HGNC:33455;Name=SLC15A5;description=solute carrier family 15 member 5;gbkey=Gene;gene=SLC15A5;gene_biotype=protein_coding"
176,Homo_sapiens,AMN1,12,31731986,-,31729174,31671137,2812,Up,asrer,asre,"ID=gene-AMN1;Dbxref=GeneID:196394,HGNC:HGNC:27281;Name=AMN1;description=antagonist of mitotic exit network 1 homolog;gbkey=Gene;gene=AMN1;gene_biotype=protein_coding"
164,Homo_sapiens,BICD1,12,32384180,+,32106773,32383637,543,Down,care,care,"ID=gene-BICD1;Dbxref=GeneID:636,HGNC:HGNC:1049,MIM:602204;Name=BICD1;description=BICD cargo adaptor 1;gbkey=Gene;gene=BICD1;gene_biotype=protein_coding;gene_synonym=bic-D 1,BICD"
145,Homo_sapiens,FGD4,12,32384180,+,32399523,32646050,15343,Up,care,care,"ID=gene-FGD4;Dbxref=GeneID:121512,HGNC:HGNC:19125,MIM:611104;Name=FGD4;description=FYVE%2C RhoGEF and PH domain containing 4;gbkey=Gene;gene=FGD4;gene_biotype=protein_coding;gene_synonym=CMT4H,FRABP,ZFYVE6"
177,Homo_sapiens,SYT10,12,33447590,-,33439819,33374238,7771,Up,sc12r,sc12,"ID=gene-SYT10;Dbxref=GeneID:341359,HGNC:HGNC:19266;Name=SYT10;description=synaptotagmin 10;gbkey=Gene;gene=SYT10;gene_biotype=protein_coding"
146,Homo_sapiens,PDZRN4,12,41188143,+,41188320,41574745,177,Up,asrer,asre,"ID=gene-PDZRN4;Dbxref=GeneID:29951,HGNC:HGNC:30552,MIM:609730;Name=PDZRN4;description=PDZ domain containing ring finger 4;gbkey=Gene;gene=PDZRN4;gene_biotype=protein_coding;gene_synonym=LNX4,SAMCAP3L"
165,Homo_sapiens,PPHLN1,12,42453331,+,42326126,42448621,4710,Down,mvdpf,mvdp,"ID=gene-PPHLN1;Dbxref=GeneID:51535,HGNC:HGNC:19369,MIM:608150;Name=PPHLN1;description=periphilin 1;gbkey=Gene;gene=PPHLN1;gene_biotype=protein_coding;gene_synonym=CR,HSPC206,HSPC232"
161,Homo_sapiens,PRICKLE1,12,42453331,-,42589755,42456757,3426,Down,mvdpf,mvdp,"ID=gene-PRICKLE1;Dbxref=GeneID:144165,HGNC:HGNC:17019,MIM:608500;Name=PRICKLE1;description=prickle planar cell polarity protein 1;gbkey=Gene;gene=PRICKLE1;gene_biotype=protein_coding;gene_synonym=EPM1B,RILP"
178,Homo_sapiens,ADAMTS20,12,43575566,-,43552203,43352843,23363,Up,hk2r,hk2,"ID=gene-ADAMTS20;Dbxref=GeneID:80070,HGNC:HGNC:17178,MIM:611681;Name=ADAMTS20;description=ADAM metallopeptidase with thrombospondin type 1 motif 20;gbkey=Gene;gene=ADAMTS20;gene_biotype=protein_coding;gene_synonym=ADAM-TS20,ADAMTS-20,GON-1"
147,Homo_sapiens,IRAK4,12,43743109,+,43758909,43789543,15800,Up,hk2f,hk2,"ID=gene-IRAK4;Dbxref=GeneID:51135,HGNC:HGNC:17967,MIM:606883;Name=IRAK4;description=interleukin 1 receptor associated kinase 4;gbkey=Gene;gene=IRAK4;gene_biotype=protein_coding;gene_synonym=IMD67,IPD1,IRAK-4,NY-REN-64,REN64"
